UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
1654762249,12.98,56.56,9,400,12998,19920,939.773,0.18,0.18,1.21,0.188,0.004,906,0
1655127997,12.128,40.24,0,400,13421,21268,937.462,1.84,1.92,12.7,1.98,0.045,3689,0
1654745504,18.102,53.08,1059,590,12819,19456,938.995,2.33,2.42,16.02,2.498,0.056,12173,1
1655125617,-9.162,40.79,61,400,12798,20665,937.482,1.72,1.79,11.86,1.85,0.042,1309,0
1654733988,26.259,51.19,24,400,12872,19825,939.81,0.3,0.32,2.09,0.326,0.007,657,0
1655129343,-11.719,23.51,60000,23265,10907,15951,936.838,10373.74,16067.63,58107.71,17460.039,5386.133,5035,0
1654712913,26.57,45.93,83,458,12773,20669,937.529,2.41,2.5,16.56,2.582,0.058,726,0
1654763157,16.37,54.31,62,400,13117,19995,939.634,0.82,0.85,5.65,0.88,0.02,1814,0
1655125597,-9.241,42.94,72,400,12794,20648,937.487,1.75,1.82,12.05,1.879,0.042,1289,0
1655126452,-5.113,41.59,102,400,12798,20614,937.362,1.74,1.81,11.97,1.867,0.042,2144,0
1655129572,-21.605,11.23,60000,3818,11846,17318,936.761,463.79,577.02,2953.01,611.58,103.613,5264,0
1654717609,56.69,11.69,6208,400,13361,19609,936.698,0.65,0.68,4.48,0.699,0.016,5422,0
1654714322,28.5,42.3,110,400,12792,20609,937.33,1.81,1.89,12.49,1.947,0.044,2135,0
1654761500,11.25,54.36,32,437,12552,19637,939.809,0,0.01,0.01,0.012,0.006,157,0
1654712675,26.69,45.63,57,406,12826,20712,937.534,2.27,2.36,15.64,2.438,0.055,488,0
1654734703,26.501,49.83,0,400,13103,20016,939.73,0.35,0.36,2.4,0.374,0.008,1372,0
1654777797,26.84,48.12,1117,400,12895,19469,938.75,1.66,1.72,11.41,1.78,0.04,16454,1
1655126578,-3.549,41.34,114,400,12796,20606,937.321,1.69,1.76,11.64,1.816,0.041,2270,0
1654762505,16.79,49.3,22,400,13056,19941,939.783,0.4,0.41,2.73,0.425,0.01,1162,0
1654746286,20.852,53.14,1086,545,12834,19464,938.907,2.07,2.15,14.22,2.217,0.05,12955,1
1654716268,31.4,57.76,3218,400,13281,19803,936.95,0.43,0.45,2.98,0.464,0.01,4081,0
1654717465,57.34,12.21,52892,583,12720,18475,936.693,200.5,234.93,1313.09,247.026,30.7,5278,0
1654734015,26.381,57.58,0,400,12910,19873,939.788,0.17,0.17,1.15,0.18,0.004,684,0
1654778320,24.47,53.68,1109,400,12896,19458,938.79,1.68,1.74,11.54,1.799,0.041,16977,1
1654771394,24.75,51.73,824,729,12767,19525,939.121,2.14,2.22,14.74,2.298,0.052,10051,1
1654715565,25.77,49.44,251,458,12752,20465,937.467,1.78,1.85,12.24,1.909,0.043,3378,0
1655127392,20.09,48.12,186,413,12782,20536,937.357,1.42,1.48,9.78,1.526,0.034,3084,0
1654717207,52.58,23.62,60000,17106,11034,16145,936.876,6710.22,8086.5,43382.69,8535.109,1244.809,5020,0
1654747380,17.484,48.71,1088,485,12861,19456,938.901,1.79,1.86,12.31,1.919,0.043,14049,1
1654716848,50.56,14.25,627,400,13347,20520,936.837,0.97,1.01,6.68,1.042,0.024,4661,0
1654764281,18.44,51.9,155,400,13147,20014,939.637,0.82,0.85,5.61,0.875,0.02,2938,0
1654761489,12.09,49.32,39,455,12541,19629,939.817,0,0,0,0.001,0.001,146,0
1655125524,-9.121,47.21,81,401,12780,20643,937.493,1.94,2.02,13.39,2.087,0.047,1216,0
1655129267,-6.599,22.83,60000,5789,11574,16794,936.837,1998.02,2075.87,13751.56,2144.392,48.434,4959,0
1655129543,-21.022,13.09,60000,10360,11357,16752,936.723,563.13,664.8,3675.46,699.739,91.044,5235,0
1654734389,27.12,50.47,35,400,13023,19914,939.769,0.39,0.4,2.67,0.417,0.009,1058,0
1654715666,26.18,44.23,0,400,12993,20851,937.453,2.04,2.12,14.04,2.189,0.049,3479,0
1654782180,26.84,47.7,1293,400,12952,19404,938.703,2.3,2.39,15.85,2.471,0.056,20837,1
1654763801,18,52.56,16,400,13213,20145,939.635,1.28,1.33,8.82,1.376,0.031,2458,0
1654763541,19.88,47.82,5,400,13192,20117,939.619,0.92,0.96,6.34,0.989,0.022,2198,0
1654770950,21.06,61.92,722,725,12773,19550,939.139,2.94,3.06,20.27,3.161,0.071,9607,1
1654755512,-15.395,52.65,1392,420,12954,19382,938.708,1.85,1.92,12.72,1.983,0.045,22181,1
1654778623,24.49,53.79,1172,406,12902,19433,938.783,1.59,1.65,10.91,1.702,0.038,17280,1
1654736150,13.817,52.05,114,400,13176,20046,939.649,0.95,0.98,6.51,1.016,0.023,2819,0
1655125718,-8.229,42.67,100,400,12790,20625,937.472,1.74,1.81,11.97,1.866,0.042,1410,0
1654761564,11.06,56.39,11,400,12608,19674,939.79,0.07,0.15,0.31,0.163,0.072,221,0
1654715580,28.39,43.99,227,408,12786,20494,937.43,1.6,1.66,11.01,1.717,0.039,3393,0
1654715713,28.48,38.9,0,400,13175,20999,937.467,2.01,2.09,13.83,2.156,0.049,3526,0
1655130042,17.377,15.75,621,400,13725,20570,936.656,0.59,0.61,4.06,0.634,0.014,5734,0
1655129728,-19.962,11.75,8545,400,13285,19465,936.687,0.69,0.71,4.72,0.736,0.017,5420,0
1654761449,10.97,55.9,9,401,12543,19631,939.792,0.06,0.18,0.1,0.202,0.115,106,0
1654716288,31.78,54.52,3250,400,13218,19797,936.911,0.82,0.85,5.66,0.883,0.02,4101,0
1655127972,12.045,43.31,0,400,13379,21211,937.439,1.57,1.63,10.81,1.685,0.038,3664,0
1654717051,43.73,32.53,60000,1614,12202,18041,936.87,27.45,28.52,188.94,29.464,0.665,4864,0
1654736028,15.276,51.88,101,400,13188,20071,939.638,1.08,1.12,7.42,1.156,0.026,2697,0
1655126625,-2.366,42.16,143,400,12791,20578,937.333,1.83,1.9,12.59,1.964,0.044,2317,0
1654733892,25.743,56.24,1,400,12818,19807,939.835,0.11,0.12,0.77,0.12,0.003,561,0
1655129558,-21.353,11.63,60000,6781,11528,16967,936.76,2775.64,3264.82,18146.25,3434.68,437.145,5250,0
1654762735,15.39,53.07,32,400,13084,19978,939.694,0.49,0.51,3.38,0.527,0.012,1392,0
1655124983,12.369,46.61,73,456,12788,20689,937.499,2.28,2.37,15.71,2.449,0.055,675,0
1655127365,20.407,45.73,189,449,12764,20530,937.359,1.26,1.31,8.68,1.353,0.031,3057,0
1655124425,25.412,42.01,36,431,12850,20754,937.576,1.91,1.98,13.14,2.049,0.046,117,0
1654761631,13.34,53.91,10,400,12667,19725,939.773,0.2,0.31,1.15,0.335,0.099,288,0
1655124357,22.762,38.44,24,438,12860,20771,937.577,2.04,2.12,14.07,2.194,0.05,49,0
1654748211,13.61,53.54,1124,447,12868,19450,938.809,2.04,2.12,14.03,2.188,0.049,14880,1
1655124924,15.468,46.53,61,400,12828,20703,937.506,2.25,2.33,15.47,2.412,0.054,616,0
1655126903,9.593,48.68,162,430,12770,20547,937.322,1.7,1.77,11.7,1.824,0.041,2595,0
1654737630,-3.491,50.88,122,400,13209,20092,939.669,1.93,2,13.26,2.068,0.047,4299,1
1654778096,26.8,48.33,1115,400,12893,19444,938.761,1.88,1.95,12.93,2.016,0.046,16753,1
1654766676,19.65,54.75,24,400,13255,20204,939.702,2.25,2.33,15.46,2.411,0.054,5333,1
1654736048,15.04,49.68,79,400,13202,20099,939.642,1.11,1.15,7.62,1.189,0.027,2717,0
1654740901,-4.147,50.14,308,400,13105,19961,939.472,0.37,0.38,2.52,0.393,0.009,7570,1
1654780358,24.49,53.68,1274,413,12920,19424,938.692,1.85,1.93,12.76,1.99,0.045,19015,1
1654775608,24.73,52.5,1115,488,12851,19441,938.893,1.81,1.88,12.45,1.942,0.044,14265,1
1654761983,14.52,51.17,8,400,12878,19842,939.835,0.23,0.23,1.55,0.242,0.005,640,0
1654734070,26.6,57.17,11,400,12920,19856,939.753,0.3,0.31,2.05,0.32,0.007,739,0
1654747309,17.829,53.37,1141,504,12847,19449,938.919,1.73,1.8,11.93,1.86,0.042,13978,1
1654714928,28.7,42.5,163,422,12776,20569,937.342,2.12,2.21,14.61,2.279,0.051,2741,0
1654761488,12.53,49.16,28,442,12547,19629,939.812,0,0,0,0.001,0.001,145,0
1654713886,25.82,47.79,123,413,12774,20595,937.414,1.91,1.99,13.16,2.052,0.046,1699,0
1654733825,25.307,54.17,17,400,12774,19773,939.817,0.25,0.26,1.75,0.273,0.006,494,0
1654783832,24.52,53.54,1362,411,12967,19391,938.745,1.91,1.99,13.18,2.055,0.046,22489,1
1654740441,-5.005,50.79,252,400,13119,20013,939.538,0.51,0.53,3.52,0.549,0.012,7110,1
1654712329,26.77,45.27,53,429,12850,20730,937.551,2.18,2.27,15.04,2.345,0.053,142,0
1654763326,17.13,51.55,86,400,13107,19968,939.592,0.76,0.79,5.21,0.813,0.018,1983,0
1655127043,15.896,43.06,169,419,12777,20557,937.332,2.08,2.16,14.29,2.228,0.05,2735,0
1654716344,35.17,49.77,6385,400,13117,19560,936.905,0.35,0.36,2.41,0.376,0.008,4157,0
1654753934,9.237,46.59,915,400,13030,19501,938.738,2.4,2.49,16.5,2.573,0.058,20603,1
1654763921,18.13,52.34,72,400,13196,20107,939.607,0.9,0.93,6.18,0.964,0.022,2578,0
1655126563,-3.85,42.34,118,400,12794,20610,937.314,1.96,2.03,13.46,2.098,0.047,2255,0
1655125879,-5.855,47.19,93,400,12784,20633,937.449,1.82,1.89,12.54,1.955,0.044,1571,0
1654763812,17.74,53.91,3,400,13216,20159,939.617,0.93,0.97,6.39,0.997,0.023,2469,0
1654712994,28.49,43.34,53,400,12792,20696,937.543,2.1,2.19,14.49,2.259,0.051,807,0
1655125185,1.595,41.16,65,400,12795,20696,937.559,2.16,2.24,14.85,2.315,0.052,877,0
1654780031,27.12,47.37,1222,400,12917,19422,938.716,1.64,1.71,11.3,1.762,0.04,18688,1
1655126929,10.847,42.5,163,417,12784,20572,937.317,1.91,1.98,13.12,2.046,0.046,2621,0
1655126963,12.447,48.69,169,441,12765,20552,937.362,1.59,1.65,10.92,1.703,0.038,2655,0
1654733361,20.434,50.68,16,435,12481,19509,939.772,0.14,0.5,0.12,0.569,0.34,30,0
1654733483,22.044,52.62,23,433,12558,19649,939.815,0.15,0.41,0.44,0.46,0.243,152,0
1654716426,43.27,31.5,12288,521,12750,19175,936.878,0.36,0.38,2.5,0.39,0.009,4239,0
1655124826,20.164,40.5,55,400,12839,20709,937.511,2.04,2.12,14.06,2.192,0.05,518,0
1655128377,17.031,51.86,2988,400,13308,19856,936.962,0.56,0.58,3.83,0.597,0.013,4069,0
1654734876,25.74,50.13,6,400,13117,20013,939.679,0.63,0.65,4.33,0.676,0.015,1545,0
1654714075,28.18,43.81,92,400,12790,20620,937.383,2.14,2.22,14.7,2.292,0.052,1888,0
1654738397,-8.573,48.34,43,400,13243,20178,939.678,2.18,2.26,14.99,2.337,0.053,5066,1
1654770547,20.37,54.45,362,400,13054,19896,939.227,0.47,0.49,3.25,0.507,0.011,9204,1
1654763386,17.24,51.93,47,400,13130,19998,939.622,0.91,0.95,6.27,0.977,0.022,2043,0
1655127211,20.43,49.12,159,405,12786,20565,937.406,1.74,1.8,11.96,1.864,0.042,2903,0
1654785124,26.9,48.07,1343,406,12987,19386,938.708,2.23,2.32,15.37,2.397,0.054,23781,1
1654713524,25.98,47.42,83,400,12782,20655,937.449,2.37,2.46,16.3,2.542,0.057,1337,0
1654735133,24.132,51.86,58,400,13112,19994,939.636,0.62,0.64,4.26,0.664,0.015,1802,0
1654739331,-8.598,55.92,109,400,13208,20158,939.646,1.47,1.53,10.13,1.579,0.036,6000,1
1654744845,12.017,53.25,1105,635,12796,19444,939.042,1.93,2.01,13.3,2.074,0.047,11514,1
1654714859,28.38,43.56,166,429,12776,20551,937.368,2.15,2.24,14.81,2.309,0.052,2672,0
1655129992,7.664,15.67,781,400,13712,20485,936.69,0.56,0.58,3.84,0.599,0.014,5684,0
1654712224,29.77,39.04,28,432,12863,20760,937.587,1.99,2.07,13.69,2.135,0.048,37,0
1654771825,25.86,49.29,864,668,12793,19508,939.11,1.96,2.04,13.48,2.102,0.047,10482,1
1654753905,9.66,52.8,1078,400,12990,19456,938.73,2.17,2.26,14.94,2.33,0.053,20574,1
1654716547,47.22,27.06,12050,443,12795,19191,936.879,0.57,0.6,3.96,0.617,0.014,4360,0
1654741352,-4.205,55.35,310,400,13113,19947,939.382,0.3,0.31,2.04,0.318,0.007,8021,1
1654748567,12.562,53.31,1126,433,12873,19456,938.814,1.94,2.01,13.34,2.08,0.047,15236,1
1654715491,26.2,47.88,211,439,12768,20519,937.401,1.63,1.7,11.24,1.753,0.04,3304,0
1655128351,16.547,61.77,2494,400,13354,19996,936.921,1.03,1.07,7.11,1.109,0.025,4043,0
1655128797,19.732,21.67,30980,769,12623,18777,936.902,0.73,0.76,5.01,0.781,0.018,4489,0
1654742818,-4.871,63.47,652,687,12795,19607,939.185,2.38,2.48,16.41,2.559,0.058,9487,1
1654763470,19.24,50.52,0,400,13167,20071,939.657,1.02,1.06,6.99,1.09,0.025,2127,0
1655127271,20.84,49.17,161,407,12785,20566,937.366,1.59,1.65,10.93,1.704,0.038,2963,0
1654761486,13.76,49.38,7,418,12565,19653,939.803,0,0,0,0.002,0.001,143,0
1655129658,-21.786,11.99,20812,400,13006,18976,936.694,85.16,92.45,576.13,96.146,5.919,5350,0
1654712511,28.45,45.05,22,400,12850,20754,937.569,2.02,2.1,13.89,2.166,0.049,324,0
1655127729,13.58,44.18,0,400,13116,20959,937.445,2.06,2.14,14.15,2.206,0.05,3421,0
1654761642,13.76,50.63,1,400,12665,19722,939.787,0.08,0.12,0.44,0.128,0.038,299,0
1655127962,12.023,38.75,0,400,13365,21180,937.461,2.03,2.11,13.96,2.177,0.049,3654,0
1654712899,29.42,40.14,75,441,12786,20687,937.523,2.21,2.29,15.18,2.367,0.053,712,0
1654715166,28.65,42.73,171,417,12779,20555,937.366,1.76,1.83,12.1,1.887,0.043,2979,0
1654758188,12.855,48.57,1385,423,12982,19379,938.861,2.31,2.4,15.9,2.479,0.056,24857,1
1655128380,17.087,50.97,3145,400,13267,19825,936.967,0.48,0.5,3.29,0.513,0.012,4072,0
1655127290,20.849,42.52,173,424,12772,20547,937.356,1.77,1.83,12.15,1.895,0.043,2982,0
1655124683,25.256,45.93,47,405,12834,20737,937.554,2.41,2.5,16.56,2.583,0.058,375,0
1654734745,26.342,55.91,0,400,13116,20008,939.672,0.85,0.89,5.87,0.915,0.021,1414,0
1654763381,17.48,49.96,68,400,13117,19989,939.644,0.91,0.94,6.24,0.973,0.022,2038,0
1654734825,25.993,49.44,0,400,13123,20017,939.702,0.53,0.55,3.64,0.567,0.013,1494,0
1654714620,28.4,43.12,151,433,12776,20565,937.353,1.94,2.02,13.36,2.084,0.047,2433,0
1654734281,27.082,53.43,25,400,13005,19914,939.75,0.19,0.2,1.32,0.207,0.005,950,0
1655128958,14.133,13.85,1412,400,13264,20275,936.844,1,1.04,6.88,1.073,0.024,4650,0
1654755337,-13.066,53.31,1392,412,12959,19378,938.728,1.94,2.02,13.35,2.082,0.047,22006,1
1655128525,19.59,38.79,9337,400,12883,19364,936.878,0.62,0.65,4.29,0.67,0.015,4217,0
1654737157,1.487,51.28,174,400,13207,20050,939.655,2.21,2.3,15.24,2.376,0.054,3826,1
1654716425,43.14,32.15,12403,531,12748,19174,936.874,0.36,0.38,2.5,0.39,0.009,4238,0
1654771162,24.27,51.95,732,929,12666,19554,939.141,2.48,2.57,17.05,2.658,0.06,9819,1
1655127068,16.844,46.83,158,431,12768,20563,937.347,1.42,1.48,9.78,1.525,0.034,2760,0
1654750985,16.8,48.22,1147,400,12902,19444,938.714,1.79,1.86,12.33,1.922,0.043,17654,1
1655125347,-5.421,47.26,76,400,12788,20676,937.464,1.84,1.91,12.67,1.976,0.045,1039,0
1655125326,-4.667,44.5,74,404,12783,20672,937.538,2.23,2.31,15.33,2.391,0.054,1018,0
1654716705,51.46,23.28,32711,730,12645,18743,936.898,0.51,0.53,3.53,0.55,0.012,4518,0
1654745602,18.764,46.9,1126,601,12812,19448,939.039,2.04,2.12,14.06,2.193,0.05,12271,1
1654716585,46.23,27.66,14156,546,12745,19070,936.867,0.71,0.74,4.92,0.767,0.017,4398,0
1655124332,21.446,43.81,0,406,12879,20792,937.609,1.95,2.02,13.41,2.091,0.047,24,0
1654763937,19.19,53.67,45,400,13210,20128,939.632,0.92,0.95,6.31,0.984,0.022,2594,0
1654762717,17.51,49.58,3,400,13101,20000,939.705,0.37,0.39,2.56,0.399,0.009,1374,0
1654762444,16.37,50.3,12,400,13055,19953,939.753,0.18,0.19,1.24,0.193,0.004,1101,0
1654716888,44.97,17.21,163,400,13530,20981,936.816,1.51,1.57,10.39,1.62,0.037,4701,0
1654717789,50.66,13.7,1513,400,13654,20296,936.675,0.71,0.73,4.87,0.759,0.017,5602,0
1654756509,-21.986,48.19,1369,401,12974,19390,938.688,1.88,1.95,12.95,2.019,0.046,23178,1
1654744256,5.476,53.87,1007,660,12791,19472,939.05,2.58,2.68,17.72,2.764,0.062,10925,1
1654733820,25.272,51.99,37,400,12754,19756,939.828,0.27,0.28,1.89,0.294,0.007,489,0
1654712622,26.56,46.07,50,400,12827,20719,937.503,1.72,1.79,11.85,1.848,0.042,435,0
1655124900,16.68,39.94,52,400,12831,20709,937.525,2.3,2.39,15.82,2.468,0.056,592,0
1654713751,26.27,46.45,84,400,12784,20638,937.422,1.75,1.82,12.06,1.881,0.042,1564,0
1655124769,22.499,40.19,66,400,12831,20704,937.53,1.96,2.04,13.52,2.108,0.048,461,0
1654737898,-5.774,50.8,26,400,13267,20181,939.669,2.13,2.21,14.66,2.286,0.052,4567,1
1654716650,50.26,23.67,21523,632,12691,18906,936.882,0.71,0.74,4.9,0.764,0.017,4463,0
1655125472,-8.572,46.44,102,400,12799,20630,937.494,1.9,1.97,13.06,2.037,0.046,1164,0
1655124466,26.396,39.41,57,426,12846,20734,937.575,2.42,2.52,16.69,2.602,0.059,158,0
1654748387,13.02,53.37,1132,458,12864,19442,938.823,1.87,1.94,12.84,2.003,0.045,15056,1
1654749942,13.106,53.29,1157,400,12883,19438,938.759,1.74,1.81,11.96,1.865,0.042,16611,1
1654752929,19.446,51.78,1256,420,12917,19413,938.709,1.38,1.44,9.52,1.485,0.034,19598,1
1654712586,29.43,40.27,76,401,12831,20702,937.545,2.01,2.09,13.83,2.156,0.049,399,0
1654737256,0.366,47.01,161,400,13210,20056,939.669,2.21,2.29,15.18,2.367,0.053,3925,1
1654734590,26.843,49.46,16,400,13079,19952,939.712,0.45,0.47,3.11,0.484,0.011,1259,0
1654746794,19.961,47.11,1151,513,12845,19445,938.892,1.76,1.83,12.13,1.891,0.043,13463,1
1654750535,14.979,52.74,1172,407,12891,19427,938.768,1.46,1.51,10.03,1.563,0.035,17204,1
1654782109,26.4,49.76,1187,400,12974,19434,938.715,2.08,2.17,14.35,2.238,0.051,20766,1
1654764118,20.39,48.77,113,400,13181,20065,939.628,1.17,1.21,8.03,1.252,0.028,2775,0
1654716847,50.64,14.25,616,400,13361,20532,936.835,0.93,0.97,6.43,1.002,0.023,4660,0
1655124475,26.555,39.02,62,433,12852,20734,937.557,2.21,2.3,15.21,2.371,0.054,167,0
1654712601,27.78,40.7,87,431,12817,20675,937.543,1.95,2.03,13.45,2.097,0.047,414,0
1655125668,-8.788,41.24,72,400,12790,20655,937.486,2.11,2.19,14.53,2.266,0.051,1360,0
1654756149,-21.211,48.19,1369,401,12970,19395,938.729,2.07,2.15,14.26,2.224,0.05,22818,1
1654715559,25.91,48.92,216,438,12764,20507,937.442,1.72,1.78,11.8,1.841,0.042,3372,0
1654713928,26.37,46.02,97,412,12779,20620,937.394,1.73,1.8,11.91,1.857,0.042,1741,0
1654763275,16.73,53.18,74,400,13114,19970,939.614,0.56,0.58,3.83,0.597,0.013,1932,0
1654712410,29.74,39.44,58,422,12843,20727,937.561,2.1,2.18,14.45,2.253,0.051,223,0
1654717781,50.18,14.13,1260,400,13699,20356,936.661,0.82,0.85,5.66,0.883,0.02,5594,0
1654716688,51.07,23.34,28755,684,12667,18809,936.923,1.04,1.08,7.15,1.114,0.025,4501,0
1655127085,17.443,48.9,151,420,12776,20573,937.382,1.61,1.67,11.09,1.73,0.039,2777,0
1655125486,-8.763,41.36,95,400,12781,20647,937.489,1.85,1.93,12.76,1.99,0.045,1178,0
1654764171,20.09,51.25,96,400,13197,20082,939.659,0.96,1,6.61,1.03,0.023,2828,0
1654757884,0.704,48.81,1346,413,12989,19392,938.776,1.76,1.83,12.1,1.887,0.043,24553,1
1654763839,20.47,47.36,5,400,13215,20163,939.621,0.96,1,6.63,1.033,0.023,2496,0
1654735505,20.957,54.13,0,400,13188,20122,939.619,0.9,0.94,6.2,0.967,0.022,2174,0
1654764135,20.99,45.82,119,400,13177,20054,939.631,0.98,1.02,6.77,1.056,0.024,2792,0
1655124427,25.47,42.9,39,429,12852,20749,937.586,2.01,2.09,13.81,2.154,0.049,119,0
1654717866,48.29,14.68,696,400,13713,20492,936.664,0.61,0.63,4.19,0.653,0.015,5679,0
1654733335,20.059,54.69,0,400,12403,18921,939.744,0,0,0,0,0,4,0
1654755767,-18.291,54.03,1381,406,12961,19382,938.749,1.61,1.67,11.08,1.728,0.039,22436,1
1655126081,-4.082,42.34,91,400,12783,20630,937.396,1.98,2.06,13.65,2.129,0.048,1773,0
1654716761,53.99,20.1,37594,768,12621,18659,936.881,0.86,0.89,5.93,0.924,0.021,4574,0
1654761343,12.4,57.36,0,400,12306,18520,939.735,0,0,0,0,0,0,0
1655125284,-3.001,46.98,86,400,12784,20661,937.543,2.21,2.3,15.24,2.376,0.054,976,0
1654903384,38.74,16.66,199,4019,12455,19785,930.958,10.69,11.1,73.56,11.471,0.259,379,1
1654762882,17.68,51.89,7,400,13127,20025,939.67,0.65,0.68,4.48,0.698,0.016,1539,0
1654764111,18.12,52.58,114,400,13172,20059,939.606,1.06,1.1,7.31,1.139,0.026,2768,0
1654779752,24.62,53.28,1245,417,12906,19417,938.719,1.6,1.66,11.01,1.717,0.039,18409,1
1655124476,26.571,38.98,64,423,12849,20724,937.573,2.21,2.3,15.22,2.373,0.054,168,0
1655124829,20.031,40.32,60,400,12837,20708,937.506,2.07,2.15,14.24,2.221,0.05,521,0
1655125731,-8.06,41.08,64,400,12797,20666,937.461,2.01,2.09,13.84,2.157,0.049,1423,0
1654735863,17.184,53.55,63,400,13190,20109,939.625,0.98,1.02,6.77,1.056,0.024,2532,0
1654735285,22.944,49.42,51,400,13128,20011,939.579,0.6,0.62,4.13,0.644,0.015,1954,0
1654763942,20.06,50.31,46,400,13215,20124,939.627,1.04,1.08,7.14,1.113,0.025,2599,0
1654733667,24.021,56.76,6,400,12678,19710,939.808,0.09,0.13,0.56,0.141,0.035,336,0
1654717750,51.08,13.3,1754,400,13624,20220,936.708,0.78,0.81,5.36,0.835,0.019,5563,0
1654763070,18.61,49.29,15,400,13137,20050,939.62,0.56,0.58,3.84,0.598,0.014,1727,0
1654768075,21.09,50.48,216,400,13144,20056,939.602,0.61,0.63,4.17,0.65,0.015,6732,1
1654737691,-4.051,52.12,107,400,13223,20109,939.648,2.24,2.33,15.44,2.408,0.054,4360,1
1654765601,19.89,53.72,106,400,13228,20113,939.656,2.23,2.31,15.31,2.388,0.054,4258,1
1654748553,12.593,52.21,1115,427,12875,19457,938.838,1.94,2.02,13.37,2.085,0.047,15222,1
1654734568,26.894,56.08,31,400,13060,19936,939.744,0.37,0.39,2.56,0.399,0.009,1237,0
1654716217,28.65,60.46,2406,400,13381,20015,936.947,0.81,0.84,5.56,0.868,0.02,4030,0
1654751115,17.358,47.5,1092,400,12902,19456,938.72,2.11,2.19,14.53,2.265,0.051,17784,1
1654735759,18.338,49.26,28,400,13204,20132,939.603,1.13,1.17,7.76,1.211,0.027,2428,0
1655127996,12.123,40.66,0,400,13412,21255,937.465,1.85,1.92,12.72,1.983,0.045,3688,0
1655124965,13.329,43.62,51,449,12792,20713,937.503,2.14,2.23,14.75,2.301,0.052,657,0
1654775095,26.81,48.03,1186,513,12840,19429,938.879,1.7,1.77,11.7,1.825,0.041,13752,1
1655126331,-5.107,41.61,127,406,12786,20585,937.343,1.67,1.73,11.46,1.787,0.04,2023,0
1654743576,-1.181,50.08,917,687,12779,19509,939.061,2.31,2.4,15.87,2.475,0.056,10245,1
1654712312,27.16,44.17,73,437,12849,20718,937.578,2.28,2.37,15.69,2.446,0.055,125,0
1654716468,39.43,35.98,3434,400,13122,19755,936.877,0.81,0.84,5.58,0.87,0.02,4281,0
1654717560,58.03,11.14,9160,400,13255,19429,936.707,4.31,4.47,29.64,4.622,0.104,5373,0
1655129910,-4.919,13.7,1513,400,13654,20296,936.675,0.71,0.73,4.87,0.759,0.017,5602,0
1654762984,15.82,55.39,25,400,13131,20012,939.62,0.66,0.69,4.56,0.712,0.016,1641,0
1654716634,48.39,23.03,14348,578,12714,19049,936.888,0.92,0.96,6.34,0.989,0.022,4447,0
1655126097,-4.083,41.18,123,400,12782,20602,937.416,1.97,2.05,13.56,2.114,0.048,1789,0
1655127902,12.032,39.36,0,400,13235,21226,937.46,1.8,1.87,12.36,1.927,0.044,3594,0
1654771729,23.27,55.48,871,679,12785,19512,939.094,2.63,2.73,18.1,2.822,0.064,10386,1
1654734921,25.498,56.2,0,400,13149,20047,939.609,0.56,0.58,3.87,0.603,0.014,1590,0
1654715095,28.14,44.82,170,407,12781,20545,937.406,1.61,1.67,11.08,1.729,0.039,2908,0
1654766366,20.09,53.17,57,400,13231,20161,939.68,2.19,2.27,15.05,2.346,0.053,5023,1
1654717314,56.42,18.22,60000,36182,10716,15519,936.783,11358.42,23350.21,49157.67,26003.07,11486.062,5127,0
1655129583,-21.761,12.16,60000,1022,12492,18121,936.702,334.91,400.05,2174.15,421.747,58.686,5275,0
1654734384,27.121,49.91,8,400,13043,19949,939.771,0.36,0.37,2.46,0.384,0.009,1053,0
1654714122,25.84,47.74,132,421,12777,20590,937.382,1.76,1.83,12.13,1.891,0.043,1935,0
1655125316,-4.289,40.64,74,400,12792,20675,937.542,1.99,2.07,13.69,2.135,0.048,1008,0
1654716360,38.68,41.41,7569,400,13019,19478,936.906,0.37,0.39,2.58,0.402,0.009,4173,0
1654733406,21.057,49.93,20,417,12526,19622,939.779,0.05,0.19,0.02,0.219,0.133,75,0
1654771710,25.72,49.58,873,657,12796,19504,939.106,2.75,2.85,18.9,2.948,0.067,10367,1
1654762332,15.86,50.69,3,400,13029,19938,939.743,0.16,0.16,1.08,0.168,0.004,989,0
1655130010,10.975,16.68,682,400,13713,20522,936.698,0.8,0.83,5.53,0.862,0.019,5702,0
1654762234,13.52,51.98,32,400,12977,19894,939.756,0.15,0.15,1.01,0.158,0.004,891,0
1654746570,20.55,51.41,1134,542,12834,19442,938.896,2.14,2.23,14.76,2.301,0.052,13239,1
1654716878,46.04,16.69,222,400,13495,20930,936.831,1.75,1.82,12.05,1.879,0.042,4691,0
1654714550,27.09,48.85,174,426,12779,20553,937.332,2.02,2.1,13.9,2.167,0.049,2363,0
1654743019,-4.333,55.23,795,952,12650,19535,939.122,2.64,2.74,18.14,2.829,0.064,9688,1
1654734875,25.745,50.34,5,400,13122,20016,939.679,0.62,0.65,4.3,0.671,0.015,1544,0
1654715726,25.92,42.68,0,400,13202,21102,937.483,1.63,1.7,11.25,1.755,0.04,3539,0
1654717255,54.03,19.96,60000,11413,11299,16182,936.855,5911.51,8413.37,34979.24,9061.266,2348.246,5068,0
